attendance,cgpa,arrear_count,fees_paid,disciplinary_issues,year,semester,dropout,low_attendance,low_cgpa,high_arrears,financial_risk,behavior_risk
40,2.4,6,1,0,1,5,1,1,1,1,0,0
90,2.28,2,1,0,1,2,1,0,1,0,0,0
84,6.41,5,1,0,2,3,1,0,0,1,0,0
52,5.51,2,1,0,4,6,1,1,0,0,0,0
43,8.71,4,0,0,1,8,0,1,0,1,1,0
40,3.29,2,0,1,4,4,1,1,1,0,1,1
88,2.2,0,1,0,2,1,1,0,1,0,0,0
79,5.59,3,0,0,4,7,1,0,0,0,1,0
71,3.9,3,1,0,4,7,1,0,1,0,0,0
73,2.4,1,1,0,3,2,1,0,1,0,0,0
67,7.8,1,1,1,2,8,1,0,0,0,0,1
70,2.89,7,1,1,1,3,1,0,1,1,0,1
47,6.87,2,1,1,4,5,1,1,0,0,0,1
78,4.25,6,1,0,2,5,1,0,1,1,0,0
65,3.39,6,1,0,3,3,1,0,1,1,0,0
97,5.04,3,1,0,3,5,0,0,0,0,0,0
73,8.41,0,1,0,4,7,0,0,0,0,0,0
93,5.14,5,0,0,4,7,1,0,0,1,1,0
93,8.01,0,1,1,1,7,1,0,0,0,0,1
42,3.0,7,1,1,2,3,1,1,1,1,0,1
98,8.18,0,1,0,1,2,0,0,0,0,0,0
89,3.9,2,1,0,1,7,1,0,1,0,0,0
51,7.42,2,1,0,3,5,0,1,0,0,0,0
40,6.53,4,1,0,2,8,1,1,0,1,0,0
93,9.43,7,0,0,1,2,1,0,0,1,1,0
83,5.1,0,1,1,3,8,1,0,0,0,0,1
44,2.53,6,0,0,4,4,1,1,1,1,1,0
69,2.15,6,1,0,1,4,1,0,1,1,0,0
69,8.61,7,1,0,4,4,0,0,0,1,0,0
98,6.2,0,0,0,2,4,1,0,0,0,1,0
96,8.2,2,0,1,1,5,1,0,0,0,1,1
56,3.88,2,1,0,4,3,1,1,1,0,0,0
87,4.76,4,0,1,4,5,1,0,1,1,1,1
86,2.24,4,0,0,2,6,1,0,1,1,1,0
62,9.69,1,1,0,3,5,0,0,0,0,0,0
54,7.34,7,1,0,3,2,1,1,0,1,0,0
76,9.47,3,1,0,1,3,0,0,0,0,0,0
60,4.12,0,1,0,4,8,1,0,1,0,0,0
53,6.89,7,0,0,3,7,1,1,0,1,1,0
41,7.43,6,1,0,1,1,0,1,0,1,0,0
50,4.54,0,1,0,4,1,1,1,1,0,0,0
90,8.78,4,1,1,1,7,1,0,0,1,0,1
78,9.58,4,1,1,2,3,1,0,0,1,0,1
77,9.08,1,1,0,1,1,1,0,0,0,0,0
99,7.91,3,1,1,2,3,1,0,0,0,0,1
73,4.22,1,0,0,4,2,1,0,1,0,1,0
77,4.25,6,0,0,4,2,1,0,1,1,1,0
89,9.71,3,1,0,4,5,1,0,0,0,0,0
73,2.08,5,0,1,1,1,1,0,1,1,1,1
57,7.73,0,1,0,4,7,1,1,0,0,0,0
69,7.65,1,1,0,4,3,0,0,0,0,0,0
54,6.98,4,0,0,2,8,1,1,0,1,1,0
66,9.92,1,1,0,4,2,0,0,0,0,0,0
90,4.5,5,0,0,4,5,1,0,1,1,1,0
73,4.72,1,1,0,4,1,1,0,1,0,0,0
91,2.63,0,1,0,3,1,1,0,1,0,0,0
96,5.54,5,1,1,4,1,0,0,0,1,0,1
77,4.09,7,1,0,1,8,1,0,1,1,0,0
72,4.75,7,0,1,2,2,0,0,1,1,1,1
63,8.68,7,1,0,4,8,1,0,0,1,0,0
54,9.48,4,1,0,1,2,1,1,0,1,0,0
99,3.49,4,1,0,2,1,1,0,1,1,0,0
69,4.98,7,1,0,2,2,1,0,1,1,0,0
94,9.43,7,1,1,1,1,1,0,0,1,0,1
81,2.49,7,1,0,1,4,1,0,1,1,0,0
90,2.74,2,1,1,3,2,1,0,1,0,0,1
56,3.3,7,0,0,3,3,1,1,1,1,1,0
44,6.76,5,1,0,4,2,1,1,0,1,0,0
68,3.2,2,1,0,3,1,1,0,1,0,0,0
43,9.74,2,1,0,1,3,1,1,0,0,0,0
49,5.57,0,0,0,3,5,1,1,0,0,1,0
95,6.01,1,1,0,2,3,0,0,0,0,0,0
56,3.97,4,0,0,1,3,1,1,1,1,1,0
49,5.77,4,1,0,4,2,1,1,0,1,0,0
56,7.3,1,1,0,2,6,1,1,0,0,0,0
99,8.01,4,1,1,2,3,1,0,0,1,0,1
59,8.03,1,1,0,2,3,1,1,0,0,0,0
63,6.62,5,0,0,1,7,1,0,0,1,1,0
44,9.23,0,0,0,1,1,1,1,0,0,1,0
73,8.54,7,1,0,4,2,1,0,0,1,0,0
45,8.06,0,0,0,3,1,1,1,0,0,1,0
92,2.44,6,1,0,3,2,0,0,1,1,0,0
41,2.06,0,0,0,3,8,0,1,1,0,1,0
52,3.7,1,1,0,3,5,1,1,1,0,0,0
82,7.31,6,1,0,2,6,1,0,0,1,0,0
82,5.29,1,1,0,1,3,0,0,0,0,0,0
87,5.22,7,1,0,3,7,1,0,0,1,0,0
50,9.08,3,1,0,2,2,1,1,0,0,0,0
90,9.16,6,1,0,1,3,1,0,0,1,0,0
86,9.27,7,1,0,1,3,1,0,0,1,0,0
96,4.51,7,1,0,1,4,0,0,1,1,0,0
62,7.53,4,1,0,2,8,1,0,0,1,0,0
94,4.17,4,1,0,3,8,1,0,1,1,0,0
55,3.52,3,1,1,1,1,1,1,1,0,0,1
70,3.48,3,0,0,2,8,1,0,1,0,1,0
50,4.74,0,1,0,1,8,1,1,1,0,0,0
93,5.44,7,1,0,4,8,1,0,0,1,0,0
55,8.65,3,0,0,4,6,1,1,0,0,1,0
47,2.96,1,0,0,2,7,1,1,1,0,1,0
43,7.88,7,1,0,3,2,1,1,0,1,0,0
79,6.25,2,1,1,3,8,1,0,0,0,0,1
43,4.3,1,1,0,1,5,1,1,1,0,0,0
95,5.94,6,1,0,3,6,1,0,0,1,0,0
64,4.4,3,1,0,3,4,1,0,1,0,0,0
42,6.77,4,1,1,4,1,1,1,0,1,0,1
71,5.47,1,0,0,2,5,1,0,0,0,1,0
42,3.32,4,1,0,4,5,1,1,1,1,0,0
66,2.93,1,0,0,2,3,1,0,1,0,1,0
68,6.37,4,0,0,1,1,1,0,0,1,1,0
71,9.22,5,0,0,4,4,0,0,0,1,1,0
89,4.75,1,1,1,2,2,1,0,1,0,0,1
97,7.86,6,0,0,3,2,1,0,0,1,1,0
90,7.27,4,0,0,2,4,1,0,0,1,1,0
58,9.45,2,1,0,3,3,1,1,0,0,0,0
60,8.57,6,0,0,1,3,1,0,0,1,1,0
44,6.53,0,1,0,3,5,1,1,0,0,0,0
57,7.26,1,1,0,2,8,1,1,0,0,0,0
67,9.19,2,1,0,4,1,0,0,0,0,0,0
81,5.2,0,0,0,2,5,1,0,0,0,1,0
61,4.61,1,0,0,4,8,1,0,1,0,1,0
60,2.09,2,1,0,2,7,1,0,1,0,0,0
45,8.61,2,0,0,2,7,1,1,0,0,1,0
40,8.41,6,1,0,1,2,1,1,0,1,0,0
44,2.84,5,0,0,3,4,1,1,1,1,1,0
80,6.61,2,1,1,2,1,1,0,0,0,0,1
51,5.71,5,1,0,4,4,0,1,0,1,0,0
65,2.95,3,1,0,3,1,1,0,1,0,0,0
85,9.84,6,1,0,1,6,1,0,0,1,0,0
73,3.72,7,1,0,3,2,1,0,1,1,0,0
88,2.54,4,1,0,2,2,1,0,1,1,0,0
53,6.76,6,1,0,4,6,1,1,0,1,0,0
65,7.91,0,1,0,4,1,0,0,0,0,0,0
84,2.26,4,0,0,3,3,1,0,1,1,1,0
66,7.27,4,0,0,4,1,1,0,0,1,1,0
48,6.26,7,1,0,2,2,1,1,0,1,0,0
65,2.83,5,0,1,4,7,0,0,1,1,1,1
96,3.38,7,1,0,4,4,1,0,1,1,0,0
86,6.54,7,0,0,4,5,1,0,0,1,1,0
96,4.37,4,1,0,2,4,1,0,1,1,0,0
61,9.51,2,0,0,1,2,1,0,0,0,1,0
86,8.55,5,1,0,4,4,1,0,0,1,0,0
95,9.87,4,0,0,1,3,0,0,0,1,1,0
69,4.08,5,0,0,3,3,1,0,1,1,1,0
82,9.76,3,0,0,3,7,1,0,0,0,1,0
87,5.45,5,1,0,2,1,0,0,0,1,0,0
56,4.78,1,0,0,2,8,1,1,1,0,1,0
65,2.4,2,1,0,2,4,1,0,1,0,0,0
75,2.42,0,0,0,2,4,1,0,1,0,1,0
40,7.54,1,0,0,1,2,1,1,0,0,1,0
47,5.66,1,1,1,2,1,1,1,0,0,0,1
88,3.81,7,1,0,1,1,1,0,1,1,0,0
74,6.91,7,1,0,4,4,1,0,0,1,0,0
91,4.02,1,1,0,4,5,1,0,1,0,0,0
54,6.62,4,1,0,3,4,1,1,0,1,0,0
86,4.87,5,1,0,3,4,1,0,1,1,0,0
95,8.59,5,1,0,1,4,1,0,0,1,0,0
61,8.57,6,1,0,2,3,1,0,0,1,0,0
53,5.82,4,1,0,3,6,1,1,0,1,0,0
65,4.81,2,1,1,1,1,1,0,1,0,0,1
67,4.9,4,1,1,3,6,1,0,1,1,0,1
62,8.45,4,0,1,2,3,1,0,0,1,1,1
53,4.63,4,0,0,1,5,1,1,1,1,1,0
63,3.67,2,1,1,3,8,1,0,1,0,0,1
41,2.68,6,1,0,2,2,1,1,1,1,0,0
84,5.73,2,1,0,1,7,0,0,0,0,0,0
65,5.86,3,0,0,1,5,1,0,0,0,1,0
53,8.73,6,1,0,1,1,1,1,0,1,0,0
98,3.77,3,0,1,4,2,1,0,1,0,1,1
95,5.05,3,1,0,1,6,1,0,0,0,0,0
90,8.47,3,0,0,3,5,1,0,0,0,1,0
46,8.59,5,1,0,1,1,1,1,0,1,0,0
42,5.08,1,1,1,1,7,1,1,0,0,0,1
86,5.67,1,0,0,1,8,1,0,0,0,1,0
62,4.43,3,1,1,1,8,1,0,1,0,0,1
85,9.46,3,1,0,1,7,0,0,0,0,0,0
82,2.95,0,0,0,4,5,1,0,1,0,1,0
86,9.47,7,1,0,2,2,1,0,0,1,0,0
99,7.47,1,1,0,4,2,1,0,0,0,0,0
84,6.25,7,1,0,3,5,1,0,0,1,0,0
57,2.26,7,0,0,2,3,1,1,1,1,1,0
97,5.8,0,1,0,3,5,0,0,0,0,0,0
77,5.26,7,1,0,1,6,1,0,0,1,0,0
74,3.29,6,1,0,3,5,1,0,1,1,0,0
90,7.25,0,1,0,4,5,0,0,0,0,0,0
54,9.77,7,1,0,4,3,1,1,0,1,0,0
64,6.5,7,0,0,1,4,1,0,0,1,1,0
94,7.72,4,0,0,1,2,1,0,0,1,1,0
76,2.55,7,1,0,2,6,1,0,1,1,0,0
67,5.34,5,1,0,4,1,1,0,0,1,0,0
49,2.93,6,0,0,4,2,1,1,1,1,1,0
78,6.9,2,0,0,2,2,1,0,0,0,1,0
96,9.51,1,1,1,4,4,1,0,0,0,0,1
56,7.29,3,1,0,2,2,1,1,0,0,0,0
78,2.61,7,0,1,4,2,1,0,1,1,1,1
61,4.84,6,0,0,3,3,1,0,1,1,1,0
65,6.41,3,1,0,3,3,0,0,0,0,0,0
83,5.23,2,1,0,2,3,1,0,0,0,0,0
64,8.67,6,1,0,2,3,1,0,0,1,0,0
56,8.52,1,1,0,1,3,1,1,0,0,0,0
52,6.89,6,1,0,4,8,0,1,0,1,0,0
59,4.99,3,1,1,3,6,1,1,1,0,0,1
64,4.04,3,1,0,1,1,1,0,1,0,0,0
43,2.85,4,0,0,4,4,1,1,1,1,1,0
49,4.84,7,1,0,3,5,0,1,1,1,0,0
42,5.31,0,1,0,4,7,1,1,0,0,0,0
80,7.41,6,1,0,2,6,1,0,0,1,0,0
84,7.27,3,1,0,3,3,0,0,0,0,0,0
57,2.56,5,1,0,3,4,1,1,1,1,0,0
86,5.16,1,1,0,1,5,0,0,0,0,0,0
75,3.45,5,0,0,4,2,1,0,1,1,1,0
86,3.25,2,1,0,2,8,0,0,1,0,0,0
61,8.62,6,1,0,2,8,0,0,0,1,0,0
73,2.34,4,1,0,4,6,1,0,1,1,0,0
86,5.35,1,1,0,4,2,0,0,0,0,0,0
47,3.35,4,1,0,2,4,1,1,1,1,0,0
79,9.03,0,1,0,4,1,0,0,0,0,0,0
88,6.46,3,0,0,1,1,1,0,0,0,1,0
83,3.85,7,0,1,4,8,1,0,1,1,1,1
58,6.02,1,1,0,1,4,1,1,0,0,0,0
81,7.85,2,1,0,1,7,0,0,0,0,0,0
80,9.66,7,1,0,4,7,1,0,0,1,0,0
76,3.76,6,1,0,3,1,1,0,1,1,0,0
45,9.09,0,0,1,3,7,1,1,0,0,1,1
91,9.47,0,1,0,1,1,0,0,0,0,0,0
65,9.33,4,0,0,4,2,1,0,0,1,1,0
73,7.08,0,1,0,1,7,1,0,0,0,0,0
98,7.04,1,1,0,4,1,0,0,0,0,0,0
95,5.23,4,1,0,4,1,1,0,0,1,0,0
98,8.02,7,0,0,2,4,1,0,0,1,1,0
84,6.25,0,0,0,3,1,1,0,0,0,1,0
45,7.42,6,1,0,3,7,1,1,0,1,0,0
76,5.43,7,1,0,2,8,1,0,0,1,0,0
96,7.85,2,1,0,2,8,0,0,0,0,0,0
72,8.6,6,0,0,2,7,1,0,0,1,1,0
92,3.17,5,1,0,1,6,1,0,1,1,0,0
61,8.66,1,1,1,1,3,1,0,0,0,0,1
60,6.32,2,1,0,1,3,0,0,0,0,0,0
45,8.76,2,1,1,1,4,1,1,0,0,0,1
45,5.45,4,0,0,1,3,1,1,0,1,1,0
94,5.03,3,1,0,3,2,0,0,0,0,0,0
87,9.32,4,1,0,3,6,1,0,0,1,0,0
43,4.01,1,1,0,4,6,1,1,1,0,0,0
69,8.75,1,1,1,3,4,0,0,0,0,0,1
50,5.87,4,1,1,2,7,1,1,0,1,0,1
69,6.11,3,0,0,3,1,1,0,0,0,1,0
70,4.47,6,1,0,2,3,1,0,1,1,0,0
63,6.58,4,1,0,3,2,1,0,0,1,0,0
94,4.6,1,1,1,1,7,1,0,1,0,0,1
48,2.31,3,0,0,3,4,1,1,1,0,1,0
94,4.18,1,1,0,4,7,1,0,1,0,0,0
42,2.05,3,0,0,1,4,1,1,1,0,1,0
90,9.83,3,0,0,1,1,1,0,0,0,1,0
70,9.73,7,1,0,4,5,1,0,0,1,0,0
79,5.16,4,1,0,3,8,1,0,0,1,0,0
76,7.83,4,1,1,3,3,1,0,0,1,0,1
75,4.77,4,1,0,4,2,1,0,1,1,0,0
63,7.37,3,1,0,1,4,1,0,0,0,0,0
70,8.44,3,1,0,4,7,0,0,0,0,0,0
45,9.57,1,1,0,2,3,1,1,0,0,0,0
41,5.2,2,0,0,2,7,1,1,0,0,1,0
59,8.27,4,1,0,3,2,1,1,0,1,0,0
67,4.13,7,1,0,1,6,1,0,1,1,0,0
50,9.92,5,1,0,2,6,1,1,0,1,0,0
43,2.21,1,1,0,4,8,1,1,1,0,0,0
54,6.83,1,0,0,3,8,1,1,0,0,1,0
45,7.28,0,1,0,3,2,1,1,0,0,0,0
93,7.5,4,0,0,1,8,1,0,0,1,1,0
88,2.96,6,1,0,2,6,0,0,1,1,0,0
69,9.51,1,0,0,3,4,1,0,0,0,1,0
95,3.45,0,1,0,4,3,1,0,1,0,0,0
77,6.98,5,1,0,2,2,1,0,0,1,0,0
90,3.78,7,1,0,3,4,1,0,1,1,0,0
96,4.46,5,1,0,3,3,1,0,1,1,0,0
41,6.37,6,1,0,2,3,0,1,0,1,0,0
54,5.34,4,1,0,2,4,0,1,0,1,0,0
50,3.28,3,1,0,1,3,1,1,1,0,0,0
47,3.37,0,1,0,4,5,1,1,1,0,0,0
65,5.35,3,1,0,1,2,0,0,0,0,0,0
90,8.06,5,0,0,1,2,1,0,0,1,1,0
84,9.18,5,1,0,4,3,1,0,0,1,0,0
83,2.67,2,0,0,4,4,1,0,1,0,1,0
44,5.14,2,1,0,1,1,1,1,0,0,0,0
45,2.8,7,1,0,2,8,0,1,1,1,0,0
65,2.13,6,1,1,4,6,1,0,1,1,0,1
93,7.29,2,1,0,1,3,0,0,0,0,0,0
43,6.82,2,1,1,2,1,1,1,0,0,0,1
58,3.3,6,0,1,3,3,1,1,1,1,1,1
59,3.87,1,1,0,2,1,1,1,1,0,0,0
72,2.19,2,0,0,1,3,1,0,1,0,1,0
59,8.68,1,1,0,4,4,1,1,0,0,0,0
88,9.8,1,0,0,2,6,1,0,0,0,1,0
51,3.08,4,1,0,2,7,1,1,1,1,0,0
86,3.85,1,1,0,2,7,0,0,1,0,0,0
40,8.95,1,0,1,4,1,1,1,0,0,1,1
65,9.41,2,1,0,4,8,0,0,0,0,0,0
53,5.36,1,1,0,2,8,0,1,0,0,0,0
77,2.4,3,1,0,2,5,1,0,1,0,0,0
76,2.32,6,1,0,1,4,0,0,1,1,0,0
50,6.59,2,0,0,4,6,0,1,0,0,1,0
75,5.14,6,0,0,2,3,1,0,0,1,1,0
52,2.23,0,1,0,4,1,1,1,1,0,0,0
82,6.67,2,1,0,4,8,0,0,0,0,0,0
42,2.09,1,1,0,4,6,1,1,1,0,0,0
72,8.3,3,0,0,1,2,1,0,0,0,1,0
45,4.45,6,0,0,3,8,1,1,1,1,1,0
89,2.32,2,1,0,4,4,1,0,1,0,0,0
95,6.71,3,0,0,4,1,1,0,0,0,1,0
49,5.18,6,1,0,2,4,1,1,0,1,0,0
44,9.79,0,0,0,4,1,1,1,0,0,1,0
62,6.35,5,0,0,3,7,0,0,0,1,1,0
49,4.2,7,1,0,4,2,1,1,1,1,0,0
83,7.68,7,1,0,1,5,0,0,0,1,0,0
41,4.17,0,1,0,2,2,1,1,1,0,0,0
52,9.23,5,0,0,3,3,1,1,0,1,1,0
79,5.0,4,1,0,1,4,1,0,0,1,0,0
41,6.4,5,1,0,3,5,1,1,0,1,0,0
59,2.4,4,1,0,2,4,1,1,1,1,0,0
40,5.41,2,1,0,4,6,1,1,0,0,0,0
76,8.66,4,1,0,2,1,1,0,0,1,0,0
48,8.45,7,1,0,2,3,0,1,0,1,0,0
56,3.79,7,1,0,4,3,1,1,1,1,0,0
48,3.81,3,1,0,1,4,1,1,1,0,0,0
50,8.54,4,0,0,3,7,1,1,0,1,1,0
54,9.44,3,1,0,1,3,1,1,0,0,0,0
63,2.76,7,1,1,4,8,1,0,1,1,0,1
77,5.6,6,1,0,3,4,1,0,0,1,0,0
94,4.7,6,1,1,4,1,1,0,1,1,0,1
74,8.97,5,1,0,1,1,0,0,0,1,0,0
69,2.67,5,1,0,2,4,0,0,1,1,0,0
70,3.69,5,0,0,3,2,1,0,1,1,1,0
88,8.02,4,1,0,4,2,1,0,0,1,0,0
44,2.41,5,1,0,3,1,1,1,1,1,0,0
99,5.94,4,1,0,3,5,1,0,0,1,0,0
83,5.54,4,1,0,1,8,1,0,0,1,0,0
89,4.68,1,0,0,2,2,1,0,1,0,1,0
53,5.16,1,1,0,3,4,1,1,0,0,0,0
92,6.24,4,0,0,1,1,1,0,0,1,1,0
95,3.29,6,1,1,3,3,1,0,1,1,0,1
50,6.58,3,1,0,2,3,1,1,0,0,0,0
48,8.44,7,1,0,3,7,1,1,0,1,0,0
73,8.08,7,1,0,2,8,1,0,0,1,0,0
51,3.23,2,1,0,1,2,1,1,1,0,0,0
74,3.19,0,1,0,1,5,1,0,1,0,0,0
74,4.15,1,1,0,2,6,1,0,1,0,0,0
40,4.89,4,1,0,2,2,1,1,1,1,0,0
79,5.27,0,0,0,1,5,1,0,0,0,1,0
61,7.44,1,1,0,2,2,0,0,0,0,0,0
99,2.45,2,1,0,2,3,0,0,1,0,0,0
68,2.28,7,0,1,4,5,0,0,1,1,1,1
47,5.14,3,1,0,3,3,1,1,0,0,0,0
50,7.58,4,1,0,1,8,1,1,0,1,0,0
80,3.55,2,1,0,1,7,1,0,1,0,0,0
76,7.13,7,1,1,4,4,1,0,0,1,0,1
53,4.08,6,1,0,2,4,1,1,1,1,0,0
99,9.09,1,1,0,2,1,0,0,0,0,0,0
69,9.17,4,0,1,2,3,1,0,0,1,1,1
74,4.38,0,1,0,1,3,1,0,1,0,0,0
60,3.84,6,1,0,4,7,1,0,1,1,0,0
76,5.29,7,1,0,3,1,0,0,0,1,0,0
44,3.92,6,0,0,4,8,1,1,1,1,1,0
58,7.38,5,0,0,1,4,1,1,0,1,1,0
98,8.61,3,0,0,3,4,1,0,0,0,1,0
53,7.38,7,1,0,2,5,1,1,0,1,0,0
65,8.59,6,1,0,4,5,1,0,0,1,0,0
43,5.18,1,0,0,4,6,1,1,0,0,1,0
64,3.25,3,1,0,1,7,1,0,1,0,0,0
84,7.9,4,1,0,4,4,1,0,0,1,0,0
81,4.88,5,1,1,3,6,1,0,1,1,0,1
64,7.37,7,1,0,4,2,1,0,0,1,0,0
57,4.17,2,0,0,1,3,1,1,1,0,1,0
79,2.65,3,1,0,4,5,1,0,1,0,0,0
47,9.94,0,0,0,3,2,1,1,0,0,1,0
78,3.25,1,1,0,3,5,1,0,1,0,0,0
79,9.91,7,1,0,1,1,1,0,0,1,0,0
53,9.82,0,1,0,2,3,1,1,0,0,0,0
71,8.35,3,1,0,1,6,0,0,0,0,0,0
90,7.28,7,1,0,2,8,1,0,0,1,0,0
77,6.62,5,1,0,3,6,1,0,0,1,0,0
72,8.93,2,1,0,4,8,0,0,0,0,0,0
62,4.32,2,0,0,4,8,1,0,1,0,1,0
54,5.74,0,1,0,3,5,1,1,0,0,0,0
72,6.96,4,1,0,1,4,1,0,0,1,0,0
64,5.29,4,1,0,4,7,1,0,0,1,0,0
56,5.42,5,1,0,1,6,1,1,0,1,0,0
72,4.64,2,1,1,4,1,1,0,1,0,0,1
86,6.51,0,1,0,2,1,0,0,0,0,0,0
94,8.8,0,1,0,4,4,0,0,0,0,0,0
41,3.61,7,1,0,2,1,1,1,1,1,0,0
53,9.48,7,0,0,4,7,1,1,0,1,1,0
92,7.51,0,1,0,4,3,0,0,0,0,0,0
79,8.59,7,1,0,4,5,1,0,0,1,0,0
79,6.45,3,1,1,4,1,1,0,0,0,0,1
90,8.24,7,1,1,4,3,1,0,0,1,0,1
78,2.13,5,1,0,1,4,1,0,1,1,0,0
90,8.55,4,1,0,2,5,1,0,0,1,0,0
45,2.32,4,1,0,2,4,1,1,1,1,0,0
45,9.12,3,0,0,4,5,1,1,0,0,1,0
42,9.94,1,1,0,1,7,1,1,0,0,0,0
46,4.35,3,1,0,1,1,1,1,1,0,0,0
90,3.68,5,0,0,3,1,1,0,1,1,1,0
47,8.12,0,1,0,3,5,0,1,0,0,0,0
81,4.02,3,1,0,1,3,1,0,1,0,0,0
91,8.92,0,1,1,3,3,1,0,0,0,0,1
54,2.82,5,0,1,2,3,1,1,1,1,1,1
86,3.01,6,0,0,1,2,1,0,1,1,1,0
68,9.83,5,1,0,3,6,1,0,0,1,0,0
72,7.39,2,0,1,1,6,1,0,0,0,1,1
91,8.78,0,1,0,3,6,0,0,0,0,0,0
69,4.59,4,0,0,1,3,1,0,1,1,1,0
78,7.41,3,1,0,4,1,0,0,0,0,0,0
66,6.75,6,0,1,2,7,1,0,0,1,1,1
75,6.83,5,0,0,3,2,0,0,0,1,1,0
68,7.46,0,1,0,4,8,0,0,0,0,0,0
77,6.6,6,0,1,1,8,1,0,0,1,1,1
96,5.43,1,1,0,4,3,0,0,0,0,0,0
72,4.21,2,1,1,2,1,1,0,1,0,0,1
76,8.15,1,1,0,3,2,0,0,0,0,0,0
66,3.81,5,1,0,3,1,1,0,1,1,0,0
94,7.54,1,0,0,1,5,1,0,0,0,1,0
72,3.87,1,0,0,2,1,1,0,1,0,1,0
43,7.0,2,1,0,4,2,1,1,0,0,0,0
61,7.98,2,1,0,1,3,0,0,0,0,0,0
41,3.75,7,1,0,3,6,0,1,1,1,0,0
49,2.48,2,1,0,4,2,1,1,1,0,0,0
44,3.05,6,1,0,1,3,1,1,1,1,0,0
98,6.85,7,0,0,4,3,0,0,0,1,1,0
49,8.8,2,1,0,4,7,1,1,0,0,0,0
72,2.36,1,1,0,1,4,1,0,1,0,0,0
93,7.87,4,1,0,4,8,1,0,0,1,0,0
77,4.73,4,1,0,4,7,1,0,1,1,0,0
52,5.83,7,1,0,2,5,1,1,0,1,0,0
70,9.43,2,0,0,2,4,0,0,0,0,1,0
86,4.66,6,1,0,3,6,1,0,1,1,0,0
75,5.72,3,1,0,2,2,0,0,0,0,0,0
84,2.11,0,1,0,1,4,1,0,1,0,0,0
63,2.65,5,0,0,4,6,0,0,1,1,1,0
91,4.07,6,0,0,3,3,1,0,1,1,1,0
95,2.22,3,1,0,2,2,1,0,1,0,0,0
54,7.05,5,1,0,4,4,1,1,0,1,0,0
68,5.41,3,1,0,1,1,0,0,0,0,0,0
47,6.39,3,1,0,4,6,1,1,0,0,0,0
44,3.4,7,1,1,1,6,1,1,1,1,0,1
68,4.37,4,1,0,4,5,1,0,1,1,0,0
86,7.31,0,1,0,3,8,0,0,0,0,0,0
43,9.72,3,1,0,3,1,0,1,0,0,0,0
51,2.4,2,0,1,2,2,1,1,1,0,1,1
84,9.12,5,0,0,2,4,1,0,0,1,1,0
41,6.62,6,1,0,4,3,1,1,0,1,0,0
66,6.51,4,1,0,4,4,1,0,0,1,0,0
70,6.0,5,0,0,2,8,1,0,0,1,1,0
90,2.56,7,0,0,2,7,0,0,1,1,1,0
90,2.72,2,1,0,4,8,1,0,1,0,0,0
75,6.81,2,0,0,4,2,1,0,0,0,1,0
75,4.73,3,1,0,4,2,1,0,1,0,0,0
65,9.34,2,1,0,3,2,0,0,0,0,0,0
82,5.25,0,0,0,1,2,1,0,0,0,1,0
66,3.15,7,1,0,1,7,1,0,1,1,0,0
44,7.72,2,0,1,2,6,1,1,0,0,1,1
59,4.35,3,1,0,3,4,1,1,1,0,0,0
50,6.2,5,0,0,4,1,1,1,0,1,1,0
49,7.58,7,0,0,4,3,1,1,0,1,1,0
79,9.2,2,0,1,2,3,1,0,0,0,1,1
77,8.34,4,0,0,2,5,1,0,0,1,1,0
45,7.41,7,0,0,3,6,0,1,0,1,1,0
47,7.44,7,1,0,1,2,1,1,0,1,0,0
62,9.57,6,1,0,1,8,1,0,0,1,0,0
86,4.37,4,1,0,4,2,1,0,1,1,0,0
65,2.01,4,1,0,2,2,1,0,1,1,0,0
85,4.18,5,1,0,3,8,1,0,1,1,0,0
82,3.74,1,1,0,4,6,1,0,1,0,0,0
51,7.29,6,1,0,1,1,1,1,0,1,0,0
65,7.07,4,1,0,1,2,1,0,0,1,0,0
52,6.75,4,1,0,3,5,1,1,0,1,0,0
79,2.13,1,1,0,4,5,1,0,1,0,0,0
57,7.83,5,1,0,3,1,0,1,0,1,0,0
64,4.59,6,1,0,4,6,1,0,1,1,0,0
72,7.32,4,1,0,1,2,1,0,0,1,0,0
86,6.45,3,1,0,2,7,0,0,0,0,0,0
79,4.74,5,1,0,2,4,1,0,1,1,0,0
99,3.08,6,1,0,1,4,1,0,1,1,0,0
82,2.76,4,1,0,2,3,1,0,1,1,0,0
51,8.65,4,1,0,2,1,1,1,0,1,0,0
83,9.35,1,0,0,4,4,1,0,0,0,1,0
75,7.2,6,0,1,3,3,1,0,0,1,1,1
87,2.83,3,1,1,4,5,1,0,1,0,0,1
43,5.22,5,1,0,3,3,1,1,0,1,0,0
44,7.83,2,0,0,3,2,1,1,0,0,1,0
95,8.24,0,1,0,2,2,0,0,0,0,0,0
76,2.95,3,1,0,3,5,1,0,1,0,0,0
47,2.0,2,1,0,3,1,1,1,1,0,0,0
81,7.7,3,0,0,1,6,1,0,0,0,1,0
88,4.85,6,0,1,3,8,1,0,1,1,1,1
67,4.04,2,1,1,1,8,0,0,1,0,0,1
70,2.1,6,1,0,4,2,1,0,1,1,0,0
97,6.32,2,1,0,2,8,0,0,0,0,0,0
48,8.81,3,1,0,3,2,1,1,0,0,0,0
93,9.66,1,1,0,1,3,0,0,0,0,0,0
